Article Date,Title,Link,Desc
23/9/2016,Kosovo Hacker Who Aided Islamic State to Be Sentenced in US to 20 Years (Updated),https://www.databreaches.net/kosovo-hacker-who-aided-islamic-state-to-be-sentenced-in-us/,"Ferizi hacked a private company and pulled out the names, email passwords and phone numbers of more than 1,300 people with .gov and .mil addresses. The Islamic State published the names with a threat to attack. Ardit Ferizi, 20, who was also known as Th3Dir3ctorY, was arrested in Malaysia last year and extradited to the United States, where he pleaded guilty in a Virginia federal court in June."
14/10/2016,MA-640.102016: MyCERT Alert - Phishing Emails Targeting Bank Negara Malaysia (BNM),https://mycert.org.my/portal/advisory?id=MA-640.102016,MyCERT has been receiving several incidents from Internet users who are receiving fraudulent emails purportedly from Bank Negara Malaysia.
1/4/2017,Cyberwar assessment of Malaysia vs. DPRK,https://www.keithrozario.com/2017/04/cyberwar-assessment-of-malaysia-vs-dprk.html,"Realistically though, few nations have the resources and political will, to launch a war, half-way across the world. And neither Malaysia nor North Korea are one of those ‘few’ nations. But what if, instead of moving armies we just moved malicious code? What if we fought a cyberwar with the North Koreans, how would it look like, and could we win? Let’s find out."
13/6/2017,IT worker charged with hacking Malaysian police's Facebook account,https://www.thestar.com.my/news/nation/2017/06/13/it-worker-charged-with-hacking-malaysian-police-facebook-account,"KUALA LUMPUR: A 25-year-old IT company worker was charged in a magistrate's court here Tuesday with allegedly hacking into the Royal Malaysian Police's Facebook account. Ungku Muhammad Nazmi Ungku Ali pleaded not guilty to making unauthorised modifications on the Facebook account at 65 Jalan Ledang 3, Taman Bukit Tiram, Ulu Tiram, Johor at about 2.20pm on July 13, 2015."
13/6/2017,Pekerja IT didakwa godam laman Facebook PDRM,https://carigold.com/forum/threads/pekerja-it-didakwa-godam-laman-facebook-pdrm.660401/,"KUALA LUMPUR: A 25-year-old IT company worker was charged in a magistrate's court here Tuesday with allegedly hacking into the Royal Malaysian Police's Facebook account. Ungku Muhammad Nazmi Ungku Ali pleaded not guilty to making unauthorised modifications on the Facebook account at 65 Jalan Ledang 3, Taman Bukit Tiram, Ulu Tiram, Johor at about 2.20pm on July 13, 2015."
24/07/2017,Spring Dragon – Updated Activity,https://securelist.com/spring-dragon-updated-activity/79067/,"Spring Dragon is a long running APT actor that operates on a massive scale. The group has been running campaigns, mostly in countries and territories around the South China Sea, since as early as 2012. The main targets of Spring Dragon attacks are high profile governmental organizations and political parties, education institutions such as universities, as well as companies from the telecommunications sector."
21/8/2017,MA-679.082017: MyCERT Alert - Recent Attacks to Malaysian websites,https://mycert.org.my/portal/advisory?id=MA-679.082017,"MyCERT has been receiving several incidents targeting Malaysian websites, confidential information leaks and possible Distributed Denial of Services (DDOS) attacks. As a preventive measure, MyCERT release this alert to advise System Administrators to take necessary steps to secure their systems against unwanted incidents as well from other security threats."
19/10/2017,"Personal data of millions of Malaysians up for sale, source of breach still unknown (UPDATED)",https://www.databreaches.net/personal-data-of-millions-of-malaysians-up-for-sale-source-of-breach-still-unknown/,"MALAYSIA’S internet regulator today ordered an online forum to remove news on a massive data breach involving millions of users, estimated to have taken place between 2012 and 2015."
30/10/2017,Update: 46.2 Million Malaysian Mobile Phone Numbers Leaked From 2014 Data Breach,https://www.databreaches.net/update-46-2-million-malaysian-mobile-phone-numbers-leaked-from-2014-data-breach/,"Following up on our report on 19th October, we can now confirm that roughly 46.2 million mobile phone numbers from Malaysian telcos and mobile virtual network operators (MVNO) have been leaked online."
01/11/2017,Silence – a new Trojan attacking financial organizations,https://securelist.com/the-silence/83009/,"In September 2017, we discovered a new targeted attack on financial institutions. Victims are mostly Russian banks but we also found infected organizations in Malaysia and Armenia. The attackers were using a known but still very effective technique for cybercriminals looking to make money: gaining persistent access to an internal banking network for a long period of time, making video recordings of the day to day activity on bank employees’ PCs, learning how things works in their target banks, what software is being used, and then using that knowledge to steal as much money as possible when ready."
7/11/2017,Sowbug: Cyber espionage group targets South American and Southeast Asian governments ,https://community.broadcom.com/symantecenterprise/communities/community-home/librarydocuments/viewdocument?DocumentKey=d544bd14-1dd2-4ab6-a5a0-181788b7d73b&CommunityKey=1ecf5f55-9545-44d6-b0f4-4e4a7f5f5e68&tab=librarydocuments,Symantec has identified a previously unknown group called Sowbug that has been conducting highly targeted cyber attacks against organizations in South America and Southeast Asia and appears to be heavily focused on foreign policy institutions and diplomatic targets. Sowbug has been seen mounting classic espionage attacks by stealing documents from the organizations it infiltrates. 
12/11/2017,SayaKenaHack.com,https://www.keithrozario.com/2017/11/sayakenahack-com.html,"On the 19th of October, Lowyat.net reported that a user was selling the personal data of MILLIONS of Malaysians on their forum. Shortly after, the article was taken down on the request of the MCMC, only to put up again, a couple of days later."
13/11/2017,Malaysia’s CIMB says backup tapes with customer data lost,https://www.databreaches.net/malaysias-cimb-says-backup-tapes-with-customer-data-lost/,"Malaysia’s CIMB Group Holdings said some magnetic tapes containing back-up customer data were lost during routine operations, but added that there has been no evidence that any data has been compromised, Reuters reported on Monday."
24/11/2017,Sayakenahack: Epilogue,https://www.keithrozario.com/2017/11/sayakenahack-epilogue.html,"I keep this blog to help me think, and over the past week, the only thing I’ve been thinking about, was sayakenahack."
29/11/2017,Massive Malaysian telco data breach might be an inside job,https://www.databreaches.net/massive-malaysian-telco-data-breach-might-be-an-inside-job/,Investigators in Malaysia have suggested the massive personal data leak of 46 million mobile phone accounts was linked to a subcontractor of the Southeast Asian country’s very own Internet regulators.
18/12/2017,MA-690.122017: MyCERT Alert - Fake PDRM Malicious APK,https://www.mycert.org.my/portal/advisory?id=MA-690.122017,MyCERT had received quite a number of reports from Financial Institutions regarding their customers’ smartphones had been infected with malware through a phishing campaign recently.
11/1/2018,74 Arrested in Coordinated International Enforcement Operation Targeting Hundreds of Individuals in Business Email Compromise Schemes,https://www.databreaches.net/74-arrested-in-coordinated-international-enforcement-operation-targeting-hundreds-of-individuals-in-business-email-compromise-schemes/,"Federal authorities announced today a significant coordinated effort to disrupt Business Email Compromise (BEC) schemes that are designed to intercept and hijack wire transfers from businesses and individuals, including many senior citizens.  Operation Wire Wire, a coordinated law enforcement effort by the U.S. Department of Justice, U.S. Department of Homeland Security, U.S. Department of the Treasury and the U.S. Postal Inspection Service, was conducted over a six month period, culminating in over two weeks of intensified law enforcement activity resulting in 74 arrests in the United States and overseas, including 29 in Nigeria, and three in Canada, Mauritius and Poland.  The operation also resulted in the seizure of nearly $2.4 million, and the disruption and recovery of approximately $14 million in fraudulent wire transfers."
13/1/2018,MA-694.012018: MyCERT Alert - Fake Bank Negara Malicious APK,https://www.mycert.org.my/portal/advisory?id=MA-694.012018,MyCERT and NC4 had received several reports from Financial Institutions regarding their customers’ smartphones had been infected with malware through a scam campaign recently. National Cyber Coordination and Command Centre (NC4) has released an alert regarding this matter.
15/1/2018,MA-695.012018: MyCERT Alert - Fake Bank Negara Malicious APK - New Variant,https://www.mycert.org.my/portal/advisory?id=MA-695.012018,MyCERT and NC4 had received several reports from Financial Institutions regarding their customers’ smartphones had been infected with malware through a scam campaign recently. National Cyber Coordination and Command Centre (NC4) has released an alert regarding this matter.
23/1/2018,"Personal details of 220,000 Malaysian organ donors and their next of kin leaked online",https://www.databreaches.net/data-of-over-220000-organ-donors-pledgers-leaked-online/,"The personal details of over 220,000 organ donors pledgers in Malaysia has been leaked online. As disclosed by online forum and technology news site lowyat.net, the leaked data contains MyKad numbers, home addresses, telephone numbers of not just the pledgers but that of their next of kin as well."
24/1/2018,MY: Personal Data Protection Commission to probe data leak,https://www.databreaches.net/my-personal-data-protection-commission-to-probe-data-leak/,"Police are suspicious that last year’s massive data breach of mobile phone users and the recent data breach of over 440,000 organ donors and their next-of-kin from government hospitals and the National Transplant Resource Centre, were first reported on the Lowyat.net website."
8/2/2018,PKR man to sue MCMC over massive telco data leak affecting 46.2 million,https://www.databreaches.net/pkr-man-to-sue-mcmc-over-massive-telco-data-leak-affecting-46-2-million/,The Malaysian Communications and Multimedia Commission (MCMC) is set to face a civil suit from PKR communications director Fahmi Fadzil over the 2014 data leak of the personal information of more than 46.2 million telecommunications users.
13/2/2018,Lotus Blossom Continues ASEAN Targeting,https://community.netwitness.com/t5/netwitness-community-blog/lotus-blossom-continues-asean-targeting/ba-p/518891,"During the last weeks of January (2018), nation state actors from Lotus Blossom conducted a targeted malspam campaign against the Association of Southeast Asian Nations (ASEAN) countries.  Just months after the APT32 watering hole activity against ASEAN-related websites was observed in Fall 2017, this new activity clearly indicates the association (ASEAN) clearly remains a priority collection target in the region.  This new Lotus Blossom campaign delivers a malicious RTF document posing as an ASEAN Defence Minister's Meeting (ADMM) directory (decoy) that also carries an executable (payload) embedded as an OLE object, the Elise backdoor.  "
15/2/2018,Malaysian govt sued over data breach affecting millions,https://www.databreaches.net/malaysian-govt-sued-over-data-breach-affecting-millions/,Malaysia’s internet regulators are being dragged to court over the massive data breach that involved more than 46 million mobile subscription accounts in the country.
20/2/2018,A Slice of 2017 Sofacy Activity,https://securelist.com/a-slice-of-2017-sofacy-activity/83930/,"Sofacy, also known as APT28, Fancy Bear, and Tsar Team, is a highly active and prolific APT. From their high volume 0day deployment to their innovative and broad malware set, Sofacy is one of the top groups that we monitor, report, and protect against. 2017 was not any different in this regard. Our private reports subscription customers receive a steady stream of YARA, IOC, and reports on Sofacy, our most reported APT for the year."
6/3/2018,MY: MCMC and security firm ordered to file defence on data leak (Updated),https://www.databreaches.net/my-mcmc-and-security-firm-ordered-to-file-defence-on-data-leak-updated/,"The Malaysian Communications and Multimedia Commission (MCMC) and Nuemera Sdn Bhd, a data security company have been asked to file their defence over a data leak case involving 46.2 million telco subscribers."
14/3/2018,"Inception Framework: Alive and Well, and Hiding Behind Proxies",https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/inception-framework-hiding-behind-proxies,"The cyber espionage group known as the Inception Framework has significantly developed its operations over the past three years, rolling out stealthy new tools and cleverly leveraging the cloud and the Internet of Things (IoT) in order to make its activities harder to detect."
23/3/2018,Nine Iranians Charged With Conducting Massive Cyber Theft Campaign on Behalf of the Islamic Revolutionary Guard Corps,https://www.databreaches.net/nine-iranians-charged-with-conducting-massive-cyber-theft-campaign-on-behalf-of-the-islamic-revolutionary-guard-corps/,"The defendants conducted many of these intrusions on behalf of the Islamic Republic of Iran’s (Iran) Islamic Revolutionary Guard Corps (IRGC), one of several entities within the government of Iran responsible for gathering intelligence, as well as other Iranian government and university clients.  In addition to these criminal charges, today the Department of the Treasury’s Office of Foreign Assets Control (OFAC) designated the Mabna Institute and the nine defendants for sanctions for the malicious cyber-enabled activity outlined in the Indictment."
23/4/2018,"New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/orangeworm-targets-healthcare-us-europe-asia,"Symantec has identified a previously unknown group called Orangeworm that has been observed installing a custom backdoor called Trojan.Kwampirs within large international corporations that operate within the healthcare sector in the United States, Europe, and Asia."
01/05/2018,Cobalt: Their Evolution And Joint Operations,https://www.group-ib.com/resources/research-hub/cobalt-evolution/,"On March 26, 2018, Europol reported the arrest of the Cobalt gang leader in Alicante, Spain. Cobalt is one of the most aggressive criminal groups, responsible for targeted attacks on banks and financial services providers worldwide. The scale of their activities is broad: according to Europol, the group has been linked with thefts of approximately one billion euros from 100 banks in 40 countries: Russia, the United Kingdom, the Netherlands, Spain, Romania, Belarus, Poland, Estonia, Bulgaria, Georgia, Moldova, Kyrgyzstan, Armenia, Taiwan, Malaysia and others."
7/6/2018,The Astro Data Breach,https://www.keithrozario.com/2018/06/the-astro-data-breach.html,"First off, Lowyat has already reported 3 big data breaches (at least by my count), and rest assured these won’t be the last. Data breaches will continue to happen, and just like diamonds, they’re not as rare people think they are — they happen all the time, get used to it."
7/6/2018,"Look ma, Open Redirect on Astro",https://www.keithrozario.com/2018/06/open-redirect-on-astro.html,"If you’ve come here from a link on twitter — you’d see that the address bar still says login.astro.com.my, but the site is rendering this page from my blog. If not, click this link to see what I mean. You’ll get something like this:"
10/6/2018,"MY: Putrajaya’s exam portal shut down, after data breach affecting millions",https://www.databreaches.net/my-putrajayas-exam-portal-shut-down-after-data-breach-affecting-millions/,"The Ministry of Education’s School Examination Analysis System (SAPS) was taken offline yesterday, following the discovery of a security exploit that could have potentially exposed the personal details of more than 10 million citizens."
16/6/2018,3 times GovTLS helped fixed government websites,https://www.keithrozario.com/2018/06/gov-tls-fixed-websites.html,"Couple months back I started GovTLSAudit. A simple service that would scan  .gov.my domains, and report on their implementation of TLS. But the service seems to have benefits above and beyond that, specifically around having a list of a government sites that we can use to cross-check against other intel sources like Shodan (which we already do daily) and VirusTotal."
18/6/2018,The Malaysian Ministry of Education Data Breach,https://www.keithrozario.com/2018/06/the-malaysian-ministry-of-education-data-breach.html,"At around 11pm last Friday, I got a query from Zurairi at The Malay Mail, asking for a second opinion on a strange email the newsdesk received from an ‘anonymous source’. The email was  regular vulnerability disclosure, but one that was full of details, attached with an enormous amount of data."
20/6/2018,"Thrip: Espionage Group Hits Satellite, Telecoms, and Defense Companies",https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/thrip-hits-satellite-telecoms-defense-targets,"One of the most significant developments in cyber espionage in recent years has been the number of groups adopting “living off the land” tactics. That’s our shorthand for the use of operating system features or legitimate network administration tools to compromise victims’ networks. The purpose of living off the land is twofold. By using such features and tools, attackers are hoping to blend in on the victim’s network and hide their activity in a sea of legitimate processes. Secondly, even if malicious activity involving these tools is detected, it can make it harder to attribute attacks. If everyone is using similar tools, it’s more difficult to distinguish one group from another. Most attack groups do still create and leverage custom malware, but it tends to be employed sparingly, reducing the risk of discovery."
10/7/2018,Chinese Espionage Group TEMP.Periscope Targets Cambodia Ahead of July 2018 Elections and Reveals Broad Operations Globally,https://www.mandiant.com/resources/blog/chinese-espionage-group-targets-cambodia-ahead-of-elections,"FireEye has examined a range of TEMP.Periscope activity revealing extensive interest in Cambodia's politics, with active compromises of multiple Cambodian entities related to the country’s electoral system. This includes compromises of Cambodian government entities charged with overseeing the elections, as well as the targeting of opposition figures. This campaign occurs in the run up to the country’s July 29, 2018, general elections. TEMP.Periscope used the same infrastructure for a range of activity against other more traditional targets, including the defense industrial base in the United States and a chemical company based in Europe. Our previous blog post focused on the group’s targeting of engineering and maritime entities in the United States."
1/11/2018,CTA Adversary Playbook: Goblin Panda,https://www.fortinet.com/blog/threat-research/cta-security-playbook--goblin-panda,"Active since 2014, Goblin Panda is a threat actor that is focused on interests in Southeast Asia. Goblin Panda has been documented by various organizations, including Fortinet, over the past several years. Due to non-standardized naming conventions within the industry, Goblin Panda is also known as APT 27, Hellsing, Cycledek, and perhaps 1937CN. Goblin Panda is primarily active in South and Southeast Asia, with activity seen primarily in Cambodia, Indonesia, Philippines, Myanmar, Malaysia, Thailand, and Vietnam. India has also been targeted in the past, albeit in limited numbers."
15/11/2018,"Media Prima Locked Out By Ransomware – 1,000 Bitcoins In Ransom Demanded: Report",https://www.databreaches.net/media-prima-locked-out-by-ransomware-1000-bitcoins-in-ransom-demanded/,"Reports are emerging today that Media Prima Berhad, a public-listed Media powerhouse in Malaysia has had its systems locked out by a ransomware attack."
1/1/2019,Iranian Nation-State APT Groups 'Black Box' Leak,https://www.clearskysec.com/wp-content/uploads/2019/05/Iranian-Nation-State-APT-Leak-Analysis-and-Overview.pdf,"Iranian Nation-State APT Groups 'Black Box' Leak Overview and Analysis of Exposed Documents: Targets, Plans, and Attack Vectors"
21/1/2019,South Africans’ airtime and data stolen through malicious smartphone app,https://www.databreaches.net/south-africans-airtime-and-data-stolen-through-malicious-smartphone-app/,Mobile technology company Upstream announced earlier this month that it had detected a suspicious weather forecast application which was pre-installed on Alcatel smartphones.
4/2/2019,Hackers targeted universities with phishing attacks,https://www.databreaches.net/hackers-targeted-universities-with-phishing-attacks/,"Two men who were citizens of Nigeria, living in Malaysia, and conducting their crimes from behind computers likely assumed they were safe from the reach of American law enforcement when they hacked into university computer systems to steal paychecks and tax returns."
6/2/2019,"Possibility of data breach with mySalam health insurance scheme, Perkasa claims",https://www.databreaches.net/possibility-of-data-breach-with-mysalam-health-insurance-scheme-perkasa-claims/,"The government-run health insurance scheme for the bottom 40 per cent of workers raises the concern of data breach by Singaporean insurance company Great Eastern Takaful Berhad, Perkasa claimed today."
4/3/2019,APT40: Examining a China-Nexus Espionage Actor,https://www.mandiant.com/resources/blog/apt40-examining-a-china-nexus-espionage-actor,"FireEye is highlighting a cyber espionage operation targeting crucial technologies and traditional intelligence targets from a China-nexus state sponsored actor we call APT40. The actor has conducted operations since at least 2013 in support of China’s naval modernization effort. The group has specifically targeted engineering, transportation, and the defense industry, especially where these sectors overlap with maritime technologies. More recently, we have also observed specific targeting of countries strategically important to the Belt and Road Initiative including Cambodia, Belgium, Germany, Hong Kong, Philippines, Malaysia, Norway, Saudi Arabia, Switzerland, the United States, and the United Kingdom. This China-nexus cyber espionage group was previously reported as TEMP.Periscope and TEMP.Jumper."
26/03/2019,Cryptocurrency businesses still being targeted by Lazarus,https://securelist.com/cryptocurrency-businesses-still-being-targeted-by-lazarus/90019/,"It’s hardly news to anyone who follows cyberthreat intelligence that the Lazarus APT group targets financial entities, especially cryptocurrency exchanges. Financial gain remains one of the main goals for Lazarus, with its tactics, techniques, and procedures constantly evolving to avoid detection."
29/7/2019,"Sephora customers’ data breached, names, e-mail addresses and passwords exposed",https://www.databreaches.net/sephora-customers-data-breached-names-e-mail-addresses-and-passwords-exposed/,"International beauty retailer Sephora has admitted to a breach of its online users’ data, affecting customers in Singapore as well as in other countries including Malaysia, Indonesia, Thailand, Philippines, New Zealand and Australia."
9/9/2019,Thrip: Ambitious Attacks Against High Level Targets Continue,https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/thrip-apt-south-east-asia,"Since Symantec first exposed the Thrip group in 2018, the stealthy China-based espionage group has continued to mount attacks in South East Asia, hitting military organizations, satellite communications operators, and a diverse range of other targets in the region."
10/9/2019,Operation reWired: Worldwide Sweep Targets Business Email Compromise,https://www.databreaches.net/operation-rewired-worldwide-sweep-targets-business-email-compromise/,The FBI and federal partners today announced scores of arrests in the United States and overseas in a coordinated law enforcement sweep targeting perpetrators of an insidious scam that tricks businesses and individuals into wiring money to criminals.
18/9/2019,"Malaysia’s Malindo Air confirms passenger data breach, advises frequent flyers to change passwords",https://www.databreaches.net/malaysias-malindo-air-confirms-passenger-data-breach-advises-frequent-flyers-to-change-passwords/,"Malaysia’s Malindo Air, a subsidiary of Indonesia’s Lion Group, said on Wednesday (Sept 18) that it was investigating a data breach involving the personal details of its passengers."
19/9/2019,MY: Health Ministry investigating leak of patient records,https://www.databreaches.net/my-health-ministry-investigating-leak-of-patient-records/,"KUALA LUMPUR: The Health Ministry is investigating reports of a data leak involving the patient records of nearly 20,000 Malaysians."
8/10/2019,Hibiscus Petroleum suffers cyber attack,https://www.databreaches.net/hibiscus-petroleum-suffers-cyber-attack/,Hibiscus Petroleum said today that its IT system was “subjected to an attack” last week. The Malaysian firm said the affected parts of the system were isolated and partially shut down.
14/10/2019,Report: MCMC ends contract with company after massive 2017 phone data leak,https://www.databreaches.net/report-mcmc-ends-contract-with-company-after-massive-2017-phone-data-leak/,The Malaysian Communications and Multimedia Commission (MCMC) has terminated the services of a firm hired back in 2017 to protect the personal data of mobile phone users.
19/10/2019,"Blame uni’s lax security for data leak, says UM hacker",https://www.databreaches.net/blame-unis-lax-security-for-data-leak-says-um-hacker/,"MrX’, which claimed to be the hacker who yesterday dumped vast amounts of personal data belonging to University of Malaya (UM) staff, said the varsity is to blame for the data breach due to its lax online security."
24/10/2019,"MY: Over 17,000 patients’ personal data exposed on national neurology registry website",https://www.databreaches.net/my-over-17000-patients-personal-data-exposed-on-national-neurology-registry-website/,"In yet another data breach, more than 17,000 patients’ personal data have been exposed on the government-linked National Neurology Registry (NNeuR) website due to a scripting error, news portal Free Malaysia Today (FMT) reported."
08/11/2019,Titanium: the Platinum group strikes again,https://securelist.com/titanium-the-platinum-group-strikes-again/94961/,"Platinum is one of the most technologically advanced APT actors with a traditional focus on the APAC region. During recent analysis we discovered Platinum using a new backdoor that we call Titanium (named after a password to one of the self-executable archives). Titanium is the final result of a sequence of dropping, downloading and installing stages. The malware hides at every step by mimicking common software (protection related, sound drivers software, DVD video creation tools)."
23/1/2020,Khazanah files police report on leak of Malaysia Airlines board papers,https://www.databreaches.net/khazanah-files-police-report-on-leak-of-malaysia-airlines-board-papers/,"Upset and shocked by what appears to be a leak of the entire board papers on Malaysia Airlines Bhd, Khazanah Nasional Bhd wants police to act."
1/2/2020,Fox Kitten Campaign Widespread Iranian Espionage-Offensive Campaign,https://www.clearskysec.com/wp-content/uploads/2020/02/ClearSky-Fox-Kitten-Campaign-v1.pdf,"During the last quarter of 2019, ClearSky research team has uncovered a widespread Iranian offensive campaign which we call “Fox Kitten Campaign”; this campaign is being conducted in the last three years against dozens of companies and organizations in Israel and around the world. Though the campaign, the attackers succeeded in gaining access and persistent foothold in the networks of numerous companies and organizations from the IT, Telecommunication, Oil and Gas, Aviation, Government, and Security sectors around the world."
5/2/2020,MA-770.022020: MyCERT Advisory - Espionage campaign targeting Malaysia government officials,https://www.mycert.org.my/portal/advisory?id=MA-770.022020,MyCERT observed an increase in number of artifacts and victims involving a campaign against Malaysian Government officials by a specific threat group. The group motives is believe to be  data theft and exfiltration.
6/2/2020,Malaysia warns of Chinese hacking campaign targeting government projects,https://www.zdnet.com/article/malaysia-warns-of-chinese-hacking-campaign-targeting-government-projects/,"A Chinese state-sponsored hacking group has been targeting Malaysian government officials, computer experts with the Malaysian government said on Wednesday."
7/3/2020,"Singapore, Malaysia credit card details dumped online in massive data breach",https://www.databreaches.net/singapore-malaysia-credit-card-details-dumped-online-in-massive-data-breach/,"Hundreds of thousands of credit card details from at least six Southeast Asian countries – including Malaysia and Singapore – have been leaked online, according to India-based cybersecurity start-up Technisanct."
27/04/2020,CVE-2020-12271: Sophos XG Firewall Pre-Auth SQL Injection Vulnerability Remediation Guidance and Exposure Overview,https://www.rapid7.com/blog/post/2020/04/27/cve-2020-12271-sophos-xg-firewall-pre-auth-sql-injection-vulnerability-remediation-guidance-and-exposure-overview/,"On April 22, Sophos received a report documenting a suspicious field value visible in the management interface of an XG Firewall, which turned out to be caused by an attacker using a new exploit to gain access to and execute malicious code on the firewalls themselves."
08/05/2020,Naikon’s Aria,https://securelist.com/naikons-aria/96899/,"Our colleagues at Checkpoint put together a fine research writeup on some Naikon resources and activity related to “aria-body” that we detected in 2017 and similarly reported in 2018. To supplement their research findings, we are summarizing and publishing portions of the findings reported in our June 2018 “Naikon’s New AR Backdoor Deployment to Southeast Asia”. This malware and activity aligns with much of what the Checkpoint researchers brought to light today."
12/5/2020,"Paying the Ransom Doubles Cost of Recovering from a Ransomware Attack, According to Sophos",https://www.databreaches.net/paying-the-ransom-doubles-cost-of-recovering-from-a-ransomware-attack-according-to-sophos/,"Sophos, a global leader in next-generation cybersecurity, today announced the findings of its global survey, The State of Ransomware 2020, which reveals that paying cybercriminals to restore data encrypted during a ransomware attack is not an easy and inexpensive path to recovery. In fact, the total cost of recovery almost doubles when organizations pay a ransom. The survey polled 5,000 IT decision makers in organizations in 26 countries across six continents, including Europe, the Americas, Asia-Pacific and central Asia, the Middle East, and Africa."
1/6/2020,"Mobile APT Surveillance
Campaigns Targeting Uyghurs",https://www.lookout.com/documents/threat-reports/us/lookout-uyghur-malware-tr-us.pdf,"The Lookout Threat Intelligence team has discovered four Android surveillanceware tools, which are used to target the Uyghur ethnic minority group. Our research indicates that these four interconnected malware tools are elements of much larger mAPT (mobile advanced persistent threat) campaigns that have been active for years. Although there is evidence that the campaigns have been active since at least 2013,  Lookout researchers have been monitoring the surveillanceware families — SilkBean, DoubleAgent, CarbonSteal and GoldenEagle — as far back as 2015. "
2/6/2020,"Twitter @malwrhunterteam Malicious ""StayHomeMalaysia.apk""",https://twitter.com/malwrhunterteam/status/1267706781914075137,"""StayHomeMalaysia.apk"": 2c77586ac25becd2c7241a807dd7e408ddaa518a6061dcf95ab6d2f910749555 From: https://defase241.s3.eu-central-1.amazonaws[.]com/StayHomeMalaysia.apk"
2/6/2020,"Twitter @malwrhunterteam Malicious ""Hadiah.apk""",https://twitter.com/malwrhunterteam/status/1267766216766173184,"""Hadiah.apk"": b7cb5ae55f339bafc95c0b69bfb7ac46a71f2df1d3f457abf94659b67829a583 From: https://fesastatre214s.s3.eu-central-1.amazonaws[.]com/Hadiah.apk Hadiah = gift in Malaysian in this case???"
2/6/2020,"Twitter @ReBensk Malicious ""StayAtHome.apk""",https://twitter.com/ReBensk/status/1267693269758214144,"#Android #Banking #Trojan #Malware StayAtHome.apk From: https[:]//fewfasdfwerta.s3.eu-central-1.amazonaws.com/StayAtHome.apk ""4a21ec52a544e3b77ed0ddb5dea5f5fac91714a4aa0a40396cc85663d4e15444"""
5/6/2020,CrowdStrike’s work with the Democratic National Committee: Setting the record straight,https://www.crowdstrike.com/blog/bears-midst-intrusion-democratic-national-committee/,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors. Their victims have been identified in the United States, Western Europe, Brazil, Canada, China, Georgia, Iran, Japan, Malaysia and South Korea."
25/6/2020,MA-788.062020: MyCERT Alert - Malicious Android APK theme Covid-19 targeting Malaysia users,https://mycert.org.my/portal/advisory?id=MA-788.062020,"Amidst Movement Control Order to contain the spread of COVID-19, new malware campaign that are targeting Malaysia internet user has emerged. Taking advantage proliferation of new patient tracking and COVID-19 latest information app for internet user, Mobile Lab, CTRC, MyCERT discovered new malware campaign that have complex and sophisticated functionality such as information harvesting, automation, dropper and remote access capabilities."
27/6/2020,MA-789.062020: MyCERT Advisory - StayAtHome malicious APK campaign,https://mycert.org.my/portal/advisory?id=MA-789.062020,"MyCERT received a tip-off regarding a malicious android application that is leveraging on COVID-19 pandemic taking advantage of COVID-19 patient tracking and  latest information application for Malaysian user.  As a preventive measure, MyCERT release this advisory to recommend internet user in Malaysia to take necessary steps to secure their systems against unwanted incidents as well from other security threats."
10/7/2020,MA-790.072020: MyCERT Alert - SMSSpy using Malaysian Law Enforecement as theme,https://mycert.org.my/portal/advisory?id=MA-790.072020,"MyCERT observed a malicious android application that is leveraging on Law Enforcement Agency theme.  The application is disguising as a mobile antivirus and as an application that tests mobile signal for Malaysian users purportedly created by a trusted organization, Royal Malaysian Police (PDRM)."
28/8/2020,MA-791.082020: MyCERT Alert - Cyber Security Best Practices in conjunction with Malaysia Independence Day holiday,https://www.mycert.org.my/portal/advisory?id=MA-791.082020,"As the Malaysian Independence Day holiday approaches over the weekend and many of us will be leaving for holiday break, we would like to alert System Administrators and Internet users to ensure sufficient measures had been implemented to secure their systems and networks before leaving for the holidays."
16/9/2020,US charges five hackers from Chinese state-sponsored group APT41,https://www.zdnet.com/article/us-charges-five-hackers-part-of-chinese-state-sponsored-group-apt41/,"The US government has filed charges today against five Chinese nationals for hacking into more than 100 companies across the world, part of a state-sponsored hacking group known as APT41."
15/10/2020,IAmTheKing and the SlothfulMedia malware family,https://securelist.com/iamtheking-and-the-slothfulmedia-malware-family/99000/,"On October 1, 2020, the DHS CISA agency released information about a malware family called SlothfulMedia, which they attribute to a sophisticated threat actor. We have been tracking this set of activity through our private reporting service, and we would like to provide the community with additional context."
